tenure,signup_date,last_active_days,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,avg_monthly_usage,number_of_logins,complaints_count,customer_support_calls,late_payments,charges_per_month,tenure_group,engagement_score,Churn
44,2020-04-29,96,Female,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,82.73,3638.76,69.2,5,3,4,0,82.7,Loyal,47.9,No
56,2019-04-04,235,Female,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),35.18,1972.36,73.9,31,1,1,0,35.22,Veteran,80.7,No
64,2018-08-26,166,Male,0,Yes,No,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),90.28,5777.58,77.3,21,3,4,0,90.27,Veteran,70.5,No
54,2019-06-16,231,Female,0,No,No,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,73.9,3988.05,114.9,19,2,2,0,73.85,Veteran,85.6,No
7,2023-05-03,65,Female,1,No,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,91.52,640.64,63.6,18,6,6,1,91.52,New,31.9,Yes
34,2021-02-27,181,Female,0,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),110.72,3760.84,72.4,20,2,4,0,110.61,Loyal,64.1,No
4,2023-08-24,6,Female,1,Yes,No,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,80.88,321.46,60.3,15,6,5,0,80.36,New,35.3,Yes
42,2020-06-10,308,Male,0,No,No,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,78.2,3290.91,66.4,17,0,2,0,78.35,Loyal,67.8,No
68,2018-04-08,75,Female,0,No,No,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,89.81,6102.65,105.1,26,1,2,2,89.74,Veteran,79.5,No
30,2021-06-04,21,Female,0,Yes,No,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,51.7,1553.81,49.7,11,2,1,0,51.79,Loyal,52.8,Yes
23,2022-01-30,152,Male,1,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),94.94,2177.77,93.3,19,8,6,1,94.69,Regular,41.5,Yes
1,2023-11-08,1,Female,0,No,No,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),74.58,70.4,60.9,11,3,3,0,70.4,New,45.2,No
69,2018-03-23,92,Female,0,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,93.35,6449.37,104.1,12,4,6,1,93.47,Veteran,62.2,No
4,2023-08-16,28,Female,0,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.81,321.16,38.6,12,4,5,1,80.29,New,32.0,Yes
1,2023-11-04,12,Male,0,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),82.62,87.06,47.4,17,5,6,1,87.06,New,28.3,Yes
9,2023-03-06,34,Male,0,Yes,Yes,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),72.29,646.87,37.5,17,0,2,0,71.87,New,47.5,No
2,2023-10-27,20,Male,0,No,Yes,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,62.51,127.98,80.7,19,1,3,1,63.99,New,56.2,Yes
25,2021-11-16,11,Male,0,Yes,No,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),61.88,1548.28,60.8,18,1,0,1,61.93,Loyal,63.9,No
30,2021-06-23,59,Female,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,34.14,1024.54,57.2,12,1,0,0,34.15,Loyal,58.1,No
12,2022-12-13,205,Female,0,No,No,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,82.9,995.69,67.4,21,1,1,0,82.97,New,55.9,No
2,2023-10-08,12,Female,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.77,63.08,116.8,26,2,1,1,31.54,New,67.2,No
4,2023-08-23,11,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.99,139.61,32.0,11,3,2,0,34.9,New,33.0,No
19,2022-05-29,27,Female,0,No,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Electronic check,92.87,1770.3,57.4,17,3,3,2,93.17,Regular,41.0,No
2,2023-10-31,6,Female,1,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.71,192.24,77.0,17,8,7,1,96.12,New,23.5,Yes
46,2020-02-29,215,Female,0,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,90.28,4149.47,67.1,11,2,6,1,90.21,Loyal,56.5,Yes
8,2023-04-22,110,Female,0,No,No,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),52.45,420.2,58.3,17,0,2,1,52.52,New,51.3,No
11,2023-01-03,219,Male,0,Yes,Yes,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),53.82,588.89,89.5,20,1,2,1,53.54,New,57.4,Yes
19,2022-05-25,197,Female,0,Yes,No,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,72.64,1380.98,89.9,15,2,1,0,72.68,Regular,58.0,No
21,2022-03-20,299,Female,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),120.0,2516.62,63.5,16,6,9,0,119.84,Regular,33.7,No
0,2023-12-11,23,Female,0,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),83.91,0.0,58.4,18,5,8,0,83.91,New,33.5,Yes
4,2023-08-13,20,Female,1,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,90.99,357.03,54.9,15,4,8,0,89.26,New,33.8,Yes
60,2018-12-23,315,Male,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.78,1845.12,57.6,12,2,4,2,30.75,Veteran,59.0,No
0,2023-12-28,2,Male,1,No,No,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,96.9,0.0,43.9,22,5,7,1,96.9,New,28.4,Yes
29,2021-07-28,280,Male,0,Yes,No,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.06,639.65,87.5,19,3,4,1,22.06,Loyal,59.7,No
28,2021-08-25,332,Male,0,No,No,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,83.36,2332.12,51.2,16,1,3,1,83.29,Loyal,52.5,No
14,2022-10-29,72,Male,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,74.13,1040.35,61.0,17,2,3,1,74.31,Regular,50.1,No
23,2022-01-17,302,Female,1,No,No,No,No phone service,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,53.91,1237.78,48.3,11,4,6,1,53.82,Regular,36.3,No
53,2019-07-13,222,Male,0,No,Yes,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),70.68,3744.19,85.9,17,3,4,1,70.65,Veteran,58.1,No
58,2019-02-10,236,Male,0,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,104.11,6047.57,52.3,26,3,6,0,104.27,Veteran,59.8,No
10,2023-02-03,260,Female,0,No,No,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),69.02,695.43,72.5,26,0,1,0,69.54,New,66.8,No
13,2022-11-23,126,Male,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),103.2,1352.27,64.5,22,4,5,1,104.02,Regular,42.5,Yes
9,2023-03-14,327,Male,1,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,30.62,275.78,87.6,19,1,1,1,30.64,New,54.9,No
27,2021-09-05,272,Female,0,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Mailed check,89.41,2416.04,60.9,12,2,3,0,89.48,Loyal,55.1,No
45,2020-04-01,160,Male,0,No,No,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,106.09,4768.4,75.3,23,3,6,1,105.96,Loyal,60.7,No
9,2023-03-10,226,Male,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,73.65,667.31,24.3,15,3,3,0,74.15,New,35.1,Yes
14,2022-10-29,348,Female,0,No,No,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,66.47,934.84,49.6,16,1,4,2,66.77,Regular,45.9,No
66,2018-06-15,128,Male,0,Yes,No,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,51.56,3401.44,84.4,23,2,1,1,51.54,Veteran,73.9,No
1,2023-11-07,4,Male,0,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,91.15,93.21,74.4,16,6,8,0,93.21,New,34.0,Yes
25,2021-11-17,4,Female,0,No,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,92.77,2323.74,70.0,18,3,3,2,92.95,Loyal,48.7,Yes
47,2020-01-15,289,Female,0,Yes,No,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.0,940.08,59.6,10,2,3,0,20.0,Loyal,61.8,No
5,2023-07-14,6,Male,1,No,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),108.08,537.44,69.6,11,3,5,0,107.49,New,46.0,Yes
1,2023-11-14,11,Male,1,Yes,No,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),97.67,96.45,18.0,17,3,2,1,96.45,New,39.6,Yes
5,2023-07-11,25,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.0,98.57,69.3,13,2,4,3,19.71,New,41.9,No
65,2018-07-07,174,Female,0,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,100.81,6556.56,131.6,20,5,7,1,100.87,Veteran,76.2,No
0,2023-12-27,26,Female,0,Yes,Yes,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,59.44,0.0,79.4,23,4,4,0,59.44,New,48.0,Yes
7,2023-05-20,88,Female,0,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,104.35,737.81,74.2,17,3,6,2,105.4,New,43.3,Yes
1,2023-11-06,23,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.0,21.6,53.6,15,6,5,0,21.6,New,34.1,Yes
4,2023-08-21,1,Male,0,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,87.28,351.9,52.1,11,5,4,2,87.98,New,27.6,Yes
39,2020-09-16,58,Female,0,Yes,Yes,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.11,785.66,99.4,24,3,4,0,20.15,Loyal,68.1,No
9,2023-03-11,46,Male,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.0,181.19,43.6,13,0,2,1,20.13,New,47.9,No
35,2021-01-02,104,Female,0,Yes,Yes,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,61.05,2136.69,31.8,18,1,4,0,61.05,Loyal,50.8,No
37,2020-11-23,267,Female,1,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,31.19,1153.74,57.2,15,0,2,0,31.18,Loyal,61.0,No
59,2019-01-03,135,Female,0,No,No,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,69.15,4080.4,71.7,21,1,2,1,69.16,Veteran,71.2,No
0,2023-12-10,15,Male,0,Yes,No,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),87.08,0.0,52.0,12,4,5,0,87.08,New,33.2,Yes
60,2018-12-31,249,Female,0,No,Yes,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.99,1380.68,80.2,21,0,3,0,23.01,Veteran,79.6,No
39,2020-09-05,220,Male,1,Yes,No,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,71.56,2791.62,67.9,17,2,3,1,71.58,Loyal,59.8,No
6,2023-06-21,29,Male,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.45,431.16,59.1,16,2,2,1,71.86,New,49.0,Yes
53,2019-07-24,142,Female,0,Yes,Yes,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.17,1227.7,19.8,20,1,5,0,23.16,Veteran,52.9,No
60,2018-12-16,256,Male,0,No,No,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),62.66,3763.64,107.6,25,6,7,1,62.73,Veteran,67.0,No
10,2023-02-13,258,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.42,302.89,40.9,20,1,1,0,30.29,New,49.8,No
65,2018-07-16,151,Male,1,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,87.57,5697.01,93.3,10,2,4,2,87.65,Veteran,69.9,No
25,2021-11-29,78,Female,0,Yes,Yes,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),53.36,1338.41,58.9,17,2,2,1,53.54,Loyal,50.3,No
38,2020-10-07,66,Male,0,No,Yes,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.1,1939.57,90.7,23,3,4,0,51.04,Loyal,66.6,No
71,2018-01-20,32,Female,0,Yes,No,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Mailed check,79.15,5618.91,68.2,10,1,0,1,79.14,Veteran,68.4,No
17,2022-07-28,40,Female,0,No,Yes,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,97.6,1658.86,42.3,15,5,6,1,97.58,Regular,28.9,Yes
56,2019-04-16,354,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),82.48,4617.6,76.1,14,4,4,0,82.46,Veteran,64.1,No
13,2022-11-13,150,Male,1,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),84.49,1095.21,51.8,21,4,4,0,84.25,Regular,46.8,Yes
55,2019-05-29,117,Female,1,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.13,1107.96,124.2,28,2,2,1,20.14,Veteran,81.2,No
37,2020-11-02,162,Female,0,No,No,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),46.29,1713.03,93.0,22,0,2,0,46.3,Loyal,82.5,No
8,2023-04-14,188,Male,0,Yes,No,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,73.68,589.1,61.3,18,0,1,2,73.64,New,51.2,No
21,2022-03-03,50,Male,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),79.21,1664.98,31.1,13,3,2,1,79.28,Regular,42.9,No
13,2022-11-11,330,Female,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,77.64,1007.74,42.7,13,1,4,0,77.52,Regular,42.3,No
3,2023-10-01,7,Female,0,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,89.3,270.35,56.6,20,4,5,0,90.12,New,39.5,Yes
1,2023-11-25,11,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,90.84,90.94,38.5,10,4,4,2,90.94,New,29.0,Yes
15,2022-09-02,183,Female,1,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),114.08,1708.32,53.5,16,3,4,1,113.89,Regular,48.8,No
0,2023-12-15,13,Male,0,No,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,116.9,0.0,59.5,14,3,3,1,116.9,New,39.5,No
6,2023-06-29,358,Male,1,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),99.81,607.73,74.7,19,4,4,0,101.29,New,43.4,Yes
48,2019-12-29,45,Male,1,No,No,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.63,1085.41,75.2,14,2,4,2,22.61,Loyal,60.4,No
47,2020-01-15,260,Female,1,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,84.34,3965.05,116.2,16,3,2,1,84.36,Loyal,72.4,No
50,2019-10-14,59,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.78,1138.43,66.7,10,0,0,0,22.77,Veteran,67.5,No
13,2022-11-24,4,Male,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.56,490.56,47.0,19,0,2,0,37.74,Regular,59.0,No
63,2018-09-26,201,Female,0,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),84.97,5352.55,88.2,20,3,3,0,84.96,Veteran,73.4,No
37,2020-11-12,174,Male,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,35.32,1308.41,85.2,21,1,3,0,35.36,Loyal,66.6,No
4,2023-08-19,28,Male,0,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),97.05,386.51,78.1,19,6,4,0,96.63,New,38.6,Yes
5,2023-07-31,12,Male,0,No,No,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),78.94,397.36,97.7,23,2,1,1,79.47,New,61.5,No
46,2020-02-29,234,Female,1,No,No,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),66.2,3046.19,90.6,20,1,1,0,66.22,Loyal,75.8,No
6,2023-06-25,186,Female,0,No,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,120.0,715.55,62.0,9,3,6,1,119.26,New,36.3,Yes
29,2021-07-16,21,Male,0,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,95.43,2763.62,104.7,21,3,6,0,95.3,Loyal,64.2,No
72,2017-12-22,123,Male,0,No,No,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.79,7615.38,65.2,17,5,5,1,105.77,Veteran,55.3,Yes
0,2023-12-31,19,Male,0,No,No,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,71.07,0.0,53.4,15,8,9,1,71.07,New,21.5,Yes
0,2023-12-04,4,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.25,0.0,46.3,11,1,2,0,24.25,New,43.6,No
72,2017-12-11,270,Male,0,Yes,Yes,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,77.74,5596.8,67.7,15,0,3,1,77.73,Veteran,70.0,No
36,2020-12-14,180,Female,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),37.63,1353.9,46.2,12,0,0,1,37.61,Loyal,65.2,No
5,2023-07-25,11,Female,0,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.34,377.49,60.5,15,3,3,0,75.5,New,40.8,Yes
63,2018-09-10,310,Female,0,Yes,No,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,52.06,3279.65,96.5,18,0,1,1,52.06,Veteran,77.0,No
62,2018-10-03,129,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.69,1531.51,69.3,15,2,4,0,24.7,Veteran,65.9,No
32,2021-04-11,213,Male,0,Yes,Yes,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),75.16,2398.89,59.7,14,0,4,1,74.97,Loyal,59.4,No
39,2020-09-22,262,Female,0,Yes,Yes,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),75.55,2945.07,41.1,14,2,3,0,75.51,Loyal,49.3,No
10,2023-02-19,144,Female,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,88.87,885.74,72.1,14,7,7,2,88.57,New,31.1,Yes
2,2023-10-05,6,Female,0,No,No,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,78.97,165.58,44.3,10,1,0,1,82.79,New,45.3,No
37,2020-11-30,83,Female,0,Yes,Yes,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.71,766.02,55.3,14,2,1,0,20.7,Loyal,57.1,No
11,2023-01-25,125,Female,0,No,No,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),78.29,862.83,65.0,14,4,4,0,78.44,New,47.0,No
43,2020-05-29,66,Male,0,Yes,Yes,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),66.81,2871.72,68.9,18,1,4,1,66.78,Loyal,63.9,No
58,2019-02-11,125,Female,0,No,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,103.8,6019.71,70.5,20,5,6,1,103.79,Veteran,53.6,No
0,2023-12-18,1,Male,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.0,0.0,93.9,23,3,3,0,20.0,New,57.9,No
37,2020-11-27,172,Female,0,No,No,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Mailed check,68.72,2540.03,76.8,23,1,1,0,68.65,Loyal,68.3,No
9,2023-03-05,322,Female,0,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),87.5,787.9,102.2,22,2,3,0,87.54,New,53.8,No
61,2018-11-15,325,Male,0,No,Yes,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),62.41,3812.61,81.9,16,0,2,0,62.5,Veteran,71.3,No
10,2023-02-23,118,Male,1,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,199.59,46.8,14,3,4,1,19.96,New,41.8,No
38,2020-10-03,290,Male,0,No,No,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.82,2542.27,56.6,17,3,5,1,66.9,Loyal,55.3,Yes
33,2021-03-12,180,Male,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.22,764.84,52.2,9,1,2,1,23.18,Loyal,57.8,No
20,2022-04-29,154,Male,0,No,No,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,69.89,1400.18,82.6,16,1,3,0,70.01,Regular,58.8,No
44,2020-04-07,104,Male,0,No,No,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,85.82,3777.39,104.3,13,2,1,1,85.85,Loyal,64.1,No
48,2019-12-30,24,Male,0,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,87.04,4175.51,71.0,26,4,5,0,86.99,Loyal,60.1,No
35,2021-01-03,166,Male,0,No,No,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,71.85,2515.38,51.4,12,2,3,0,71.87,Loyal,52.9,No
51,2019-09-20,243,Male,0,Yes,Yes,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,113.54,5789.99,68.9,13,2,3,1,113.53,Veteran,58.6,Yes
71,2018-01-22,317,Female,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.23,2429.23,110.3,18,1,2,1,34.21,Veteran,86.8,No
22,2022-03-01,150,Male,0,No,No,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),86.89,1915.31,61.7,19,6,4,3,87.06,Regular,32.3,No
30,2021-06-04,50,Female,0,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),104.08,3119.16,90.7,15,2,2,0,103.97,Loyal,63.4,No
0,2023-12-15,19,Female,0,No,No,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),70.91,0.0,70.2,18,2,4,0,70.91,New,47.9,No
55,2019-05-14,106,Female,0,No,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),89.14,4901.21,23.3,15,2,1,0,89.11,Veteran,55.0,No
30,2021-06-06,335,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),76.36,2292.46,71.0,17,1,2,0,76.42,Loyal,70.1,No
21,2022-03-17,253,Male,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.71,434.79,47.2,14,2,5,1,20.7,Regular,43.4,No
